class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,53774,0,,0,0,0,0,0,0,72232,2042136,2008650,260982,2290,0,2249526,0,142,0,0,0,3855860,3387668,651878,397916,0,0,0,0,0,0,0,0,0,0,0,25578,1941550,744276,1674886,0,3926,430,708,1130,3156,4376868,72,0,0,0,1913590,1013134,417352,247172,211974,324500,258568,0,0,0,4508610,0,330,728,134,2249526,74872,281140,369042,170120,178100,167820,126500,53773.65,4508610,4508610,4525218,22246,70212,81738,870520,4386290,1209600,0,,,,3465849.6,0.0,914681.28,0,154,0,0,10350,677186,1914122,1569070,179538,23210,11136,1678,,0,4508610,8696,1084,198482,410524,411650,2168214,1161968,25510,162,0,,,,,,,,,,3930,100,0,0,0,0,0,0,0,0,35168,43314,7660,0,0,176516,29336,6462660,809780,0,0,0,0,13773530,1635.66,2090,950178,1140310,630314,230080,362608,326704,269238,282164,185514,9180,0,0
neg,26322,702,572,0,0,0,0,0,0,452,50922,1514444,313640,14612,154,908600,0,0,0,0,0,1720436,1569158,232072,121514,0,0,0,0,2378,380,0,0,0,0,0,2796,350670,1501164,39594,0,1212,716,1102,165830,1370644,354714,6,0,0,0,761210,442116,181676,121742,91138,69082,61064,163238,2958,0,1952788,20,428,86,0,908600,22438,98550,133112,140900,,,88100,26321.8,1952788,1952788,1953738,11298,12632,72182,739520,1894224,1209600,47606,0,86,0,1619987.52,0.0,272983.68,0,0,0,0,0,23760,513372,1119010,226594,10046,1406,36,196,206,1952788,2594,302,22502,153706,98168,1243684,363950,9236,82,0,954,1186,1262424,216562,12,386,0,0,1640010,1710,176,0,0,0,0,0,0,0,0,10710,15032,2528,0,0,44890,6486,1680460,191690,0,0,0,0,0,590.12,734,286844,381084,269162,148926,400138,211884,81642,63588,50398,558,0,0
neg,40880,0,,0,0,0,0,0,0,176,89274,1759272,1306790,22352,0,1292790,0,0,0,0,0,2830518,2533176,417112,255346,0,0,0,0,0,0,0,0,0,0,0,4254,229446,1833516,1110648,0,2734,564,912,79056,2237498,855614,1486,0,0,0,1298124,1075866,361822,184796,131360,124664,1232,0,0,0,3248176,0,4786,684,0,1292790,42082,174532,241694,144900,160160,,107140,40880.4,3248176,3248176,3264376,13177,1738,80084,823820,3177864,1209600,0,,,,2677251.84,0.0,497201.28,0,0,0,0,0,37632,288478,1869466,925674,49060,7192,362,,0,3248176,5478,548,172118,387036,318370,2004938,286098,3234,44,0,,,,,,,,,,1780,74,0,0,0,0,0,0,0,0,17682,0,0,0,0,0,0,0,0,0,0,0,0,880430,1073.06,1140,524838,770410,414560,166698,975528,126684,37770,140414,20676,286,0,0
neg,60196,518,478,0,0,0,0,0,0,59304,1309288,1579948,188436,9666,0,1522418,0,0,0,0,0,2915946,2662040,313064,213084,0,0,0,0,210,124,0,0,0,0,0,218624,2644856,203866,79296,0,1658,466,668,34672,2072662,1035430,1086,0,0,0,628820,955710,305636,246822,203142,173784,222790,406856,3082,0,3229526,24,42,148,2,1522418,34600,177072,135408,108540,129660,,70280,60195.58,3229526,3229526,3240906,23805,5086,78300,804980,3146642,1209600,71956,0,82,0,2903091.84,0.0,241801.92,0,0,0,0,3460,377842,1428032,1175658,140158,16376,4858,258,0,4,3229526,3620,528,44792,169868,70234,1873694,963638,20164,104,0,532,330,2793174,50168,0,620,0,32,2924098,1494,264,0,0,0,0,0,0,0,0,16192,48276,12558,0,0,92536,20460,226100,52700,12464,74472,0,0,39010690,873.92,1086,265278,333082,221972,128214,305290,356230,442374,493828,599704,670,0,0
neg,236,2130706434,26,0,0,0,0,0,0,8,13152,9320,0,0,0,9090,0,0,0,0,0,26920,22382,19710,1842,0,0,0,0,24,226,0,0,0,0,0,0,0,13654,8826,0,86,6,16,1046,730,2114,18482,0,0,0,12308,6524,1210,1098,286,88,830,132,2,2,46646,6,18,170,0,9090,346,15618,4058,,,,19480,235.51,46646,46646,47472,103,0,4472,46380,22550,1209600,1010,2,8,0,14805.12,0.0,5938.56,0,26,0,0,0,4568,15048,2646,212,6,0,0,10,14,46646,1820,10,96,588,3168,15894,902,2,0,0,40,806,15534,5538,0,16,0,0,15544,94,62,0,0,0,0,0,0,0,0,272,4,4,2624,602,442,92,64520,6440,13430,10,0,0,0,106.74,64,7930,4892,1942,378,630,1304,1084,4320,0,0,0,0
neg,60052,820,792,0,0,0,0,0,0,514,352944,3006780,1312416,125306,7934,2008358,0,0,0,0,0,4161152,3527178,861194,534900,0,0,67424,0,4196,332,0,0,0,0,0,43458,2828526,1660844,273066,0,8080,5764,9274,8116,1248876,3525774,10,0,0,0,1834324,947406,377200,306212,286594,303430,315552,425538,9638,0,5023296,50,66,1488,12,2008358,57300,371338,487794,176520,173140,209580,30160,60052.24,5023296,5023296,5019534,37135,2426,11656,174060,4805894,1209600,159680,6,108,0,3818477.76,33559.68,950131.2,0,0,0,0,0,34672,609002,2485650,1594512,74122,7488,448,38,44,5023296,4772,946,545708,345102,3140266,768946,154,0,0,0,920,1306,3637208,92780,0,70,0,14,3877546,4248,488,0,0,1120,34084,0,0,0,0,32162,42862,19110,0,0,109020,17304,17505920,1859624,4374540,1628,0,0,2180200,1583.22,2284,1027028,1148726,623868,279590,532282,491486,318942,197672,186280,20,0,0
neg,4242,20,10,0,0,0,0,0,0,0,0,0,0,0,0,155860,0,96,0,32112,44498,314064,315290,101970,11312,4,0,0,0,86,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448472,58,108,88,0,155860,3806,69584,32124,,,,99520,4242.29,448472,448472,192,0,4,43796,445760,0,1209600,11548,0,42,0,262277.76,0.0,101746.56,0,0,0,0,0,0,0,0,0,0,0,0,26,36,448472,0,0,0,0,0,0,0,0,0,0,20,160,260806,67504,0,334,0,0,270340,1066,580,0,0,0,0,0,0,0,0,3282,762,140,0,0,10864,1788,2660,264,0,0,0,0,3234980,0,0,0,0,0,0,0,0,0,0,0,0,0,6
pos,646836,,,,,0,27310,781474,7418728,18995330,15017774,3751506,148052,2026,0,13136194,3354,196,,3238506,6087694,30352344,28164550,13663338,4870882,,0,0,0,,,0,0,0,0,0,0,130170,19297324,26714706,0,145602,68206,137506,269982,24719116,20801782,6,0,0,0,10856850,10032420,7625488,5928298,4151870,2483354,1664478,1718136,1061160,620146,47264114,,,,,13136194,453304,4025468,9617018,,,,,646836.36,47264114,47264114,47285530,232702,,,,46142200,1209600,,,,,34016516.16,0.0,12089472.96,123904,,15918,1448970,8450956,14574638,14005726,6639880,874902,115282,15894,34,,,47264114,47402,9904,3292502,6336918,5171930,29247154,2003434,32956,0,0,,,,,,,,,,,,,,,,,,,,298420,,,,,,,,,,,,,,0.68,0,12307358,5280810,3392980,1697742,4054452,5600880,9980866,3703540,123572,0,,
neg,118912,2130706434,1612,0,0,0,0,0,68,58814,277382,4064848,3541796,97640,452,3477140,0,0,0,860,1166,7972592,7417150,702384,389336,0,0,0,0,2518,448,0,0,0,0,0,25386,755866,5479508,1780240,0,5348,1892,3840,520784,6669352,838828,956,0,0,0,2715156,1986228,1096892,772164,570402,494832,396180,9146,0,0,8677640,0,2050,2528,66,3477140,69328,397340,302510,99560,99760,69940,11420,118912.2,8677640,8677640,8647852,36348,52518,12076,185360,8041000,1209600,330978,2,162,0,6854756.16,0.0,1178263.68,0,0,0,0,3074,81856,971708,3422982,3278740,251130,29066,2444,206,218,8677640,12270,1466,11242,901460,433084,5997740,680528,3210,0,0,2582,1088,6829684,248176,0,155084,0,68,6920668,5880,386,0,0,0,0,0,0,0,0,39750,104686,33104,0,0,286044,47006,23143760,2457700,0,0,0,0,19340680,4119.5,3812,1240020,1446014,1028968,547868,1145404,947572,705520,728788,249006,1840,0,0
neg,186,2,2,0,0,0,0,0,5212,18302,5926,1178,0,0,0,9892,0,0,0,3680,5666,27520,23734,39254,1734,0,0,0,0,12,14,0,0,0,0,0,0,0,19992,10626,0,1384,40,46,66,98,6114,12818,7350,2702,0,21712,3660,2004,1380,620,852,234,150,6,0,70540,0,10,14,0,9892,490,32242,6966,,,,38800,186.52,70540,70540,69072,80,0,6718,70000,30724,1209600,628,0,14,0,12949.44,0.0,16581.12,0,34,0,234,15942,6056,7816,552,18,0,0,0,2,6,70540,1386,46,30,1704,1380,8880,16096,1096,0,0,12,74,12794,112,0,0,0,0,14570,236,214,0,0,0,0,0,0,0,0,532,0,0,0,0,286,52,500,50,0,0,0,0,0,258.24,108,18048,3960,1418,294,838,1830,3826,404,0,0,0,0
neg,41712,324,250,0,0,0,0,0,0,81470,1769856,2269772,248920,1044,0,1813336,0,0,0,0,0,3598520,2901772,1004594,579542,0,0,0,0,1510,418,0,0,0,0,0,18816,2005178,272454,2074614,0,4532,1634,2174,93630,2015078,2245428,8586,0,0,0,2687502,734902,296502,188080,147094,212956,104026,0,0,0,4604550,0,18,138,2,1813336,72668,366642,631328,230260,278920,253140,229840,41711.25,4604550,4604550,4575728,16384,12038,88466,962600,4371062,1209600,144940,0,432,0,3209438.4,0.0,1157569.92,0,0,0,0,2292,496740,2337532,1308998,199730,20456,5106,208,158,164,4604550,8900,1276,165032,934934,331826,2295176,608354,25414,150,0,654,1766,3036938,23160,22,9952,0,0,3292516,7540,742,0,0,0,0,0,0,0,0,34336,22944,5572,0,0,189844,27604,426680,65138,0,0,0,0,1711320,2873.98,2706,1234652,1331672,510978,208008,474434,331268,264352,15386,302,10,0,0
neg,100196,1264,1160,0,0,0,0,0,0,102896,1812470,3063574,910344,31738,4016,2632380,0,0,0,0,0,5290898,4395162,1429208,737672,0,0,0,0,4876,886,0,0,0,0,0,23526,2199574,3287896,414042,0,6068,1324,3782,595438,4099364,1218982,80,0,0,0,1780570,1292360,731852,553604,446780,384136,473270,262456,10,0,6721322,58,138,362,32,2632380,78654,924924,492424,253060,224880,255940,90800,100195.38,6721322,6721322,6710638,42793,26708,57634,658800,5925038,1209600,178854,0,140,0,5408065.92,0.0,507107.52,0,0,0,0,10770,576980,2261032,2440630,589360,38956,6936,374,58,62,6721322,10158,1482,8930,191054,219444,2731130,2689372,73098,370,0,1794,2466,5072398,80138,0,804,0,36,5464368,4056,394,0,0,0,0,0,0,0,0,48280,88584,14602,0,0,168610,29134,731720,262092,0,0,0,0,10215310,3413.14,3412,548768,971162,718346,369638,763750,752266,692774,443542,641262,23530,0,0
neg,39210,1318,1194,0,0,0,0,0,0,104,416850,1261610,951184,67114,7562,1212078,0,0,0,0,0,2369110,2026410,483198,299740,0,0,914,0,6114,262,0,0,0,0,0,166,742748,1736548,224962,0,1488,780,882,213750,1992948,494410,166,0,0,0,876948,696520,181562,132222,105714,100958,174524,435754,222,0,2852646,508,620,192,2,1212078,39132,275090,207272,197640,220820,,60680,39209.49,2852646,2852646,2859522,19685,10522,40660,429100,2704424,1209600,90458,0,48,0,2329855.68,0,373032,0,0,0,0,0,28326,600562,1186072,846022,38530,4622,290,24,34,2852646,3434,380,130382,212468,183670,1949584,213710,10762,34,0,2082,724,2269980,167862,0,1816,0,22,2343460,2284,136,0,0,0,2,0,0,0,0,19816,34360,6036,0,0,100760,14696,277520,45678,0,0,0,0,38209600,859.86,926,389258,655404,319232,137982,255088,252690,225428,223480,245478,384,0,0
neg,6444,316,300,0,0,0,0,0,0,226,51358,241298,99794,1346,0,194406,0,0,0,0,0,354804,315136,62418,29968,0,0,0,0,402,100,0,0,0,0,0,6752,236510,133100,17660,0,526,452,332,10986,228404,153062,260,0,0,0,154942,99894,43726,28986,20222,16254,16128,13870,0,0,417342,4,4,70,0,194406,5748,31226,30938,,,,61380,6443.9,417342,417342,421958,2207,0,41028,416120,394022,1209600,10090,0,12,0,354133.44,0,39532.8,0,0,0,0,0,1782,130486,187120,71776,2292,516,50,0,4,417342,684,120,9256,24454,19042,266746,71650,2058,12,0,444,342,310734,4118,48,2,0,0,357798,476,66,0,0,0,0,0,0,0,0,2816,3936,814,0,0,13742,1932,161000,16760,0,0,0,0,0,250.94,232,42528,57854,51650,27144,59910,60404,50622,30698,13100,112,0,0
pos,880862,,,0,0,0,0,49454,1414542,11204012,20782590,12811582,2889948,237220,15372,25103902,144570,82,,554226,798702,42787946,37552362,16421348,4989216,0,0,9464,0,1758,476,0,0,0,5804,277180,702756,2056896,18542402,27819682,0,188582,283484,445068,577886,10382516,37527166,18,0,0,0,11858802,18647750,9116006,3464062,1788444,1181586,1098734,1204284,679666,365386,59764250,70836,21712,66740,14202,25103902,700790,10462326,5946300,455840,290680,316320,210000,880861.06,59764250,59764250,59662178,295179,798492,,447080,49404720,1209600,0,,,,42406134.72,0.0,6962039.04,3396,13090,0,425772,4625030,16680052,16250188,9737216,1582972,92690,10538,262,,0,59764250,33790,6712,3577480,2697100,21478626,21577986,33026,0,0,0,,,,,,,,,,47414,2978,,,,,,,,,400920,103490,28216,2021871166,10625584,1377102,169512,100727080,13538666,31185908,664374,0,0,,13012,15090,7175250,4610414,2933474,1633106,3586472,4405736,7584872,17120934,354344,118,0,0
neg,61630,0,,0,0,0,0,0,0,62550,1117540,1854282,544088,5378,0,1856780,0,150,0,170,236,3354756,3066946,669096,233190,0,0,0,0,0,0,0,0,0,0,0,5832,1529748,915554,1132704,0,2042,2194,5226,7448,211042,3346336,9546,4,0,0,1288758,690550,495194,341056,289030,275544,192178,11528,0,0,4024336,0,148,162,274,1856780,42496,465928,199362,145460,198580,273560,46100,61629.35,4024336,4024336,3994714,20454,565662,36222,390020,3583838,1209600,0,,,,3318081.6,0,262749.12,,,0,0,3420,473046,1499406,1312274,275172,17278,3138,104,,0,4024336,2330,470,80710,171284,142936,2623358,552014,10730,6,0,,,,,,,,,,2140,134,0,0,0,0,0,0,0,0,20596,58036,10866,0,0,126872,18776,8379280,1567140,0,0,0,0,60629360,,,279716,486548,490534,263956,613278,515554,452270,271202,209646,1134,0,0
neg,40102,326,292,0,0,0,0,0,0,17142,671452,1512664,161628,16916,728,1219290,5328,0,0,0,0,1951714,1549740,576816,353370,0,0,0,0,314,202,0,0,0,0,0,387306,1766748,210486,15990,0,1736,1164,1092,146096,1908236,322182,24,0,0,0,907196,391858,172650,122912,97300,87718,123834,470814,6248,0,2528958,16,26,112,2,1219290,52202,273104,302900,231940,326480,,13840,40102.22,2528958,2528958,2525992,19168,6370,7276,105200,2380530,1209600,93260,0,108,0,2149814.4,0.0,228989.76,0,0,0,0,1788,102628,825716,1194520,236010,15760,3870,238,1840,1852,2528958,3466,456,40724,142650,81906,1357434,734768,18674,452,0,584,476,2110712,36178,18,27400,0,0,2161314,1476,434,0,0,0,0,0,0,0,0,34068,56284,9844,0,0,100038,25150,20720,9132,0,0,0,0,561460,966.72,1004,246178,405062,307702,150362,301684,256088,223430,166306,267192,56526,0,0
neg,1420,58,,0,0,0,0,0,0,168,32650,71656,0,0,0,50296,0,0,0,0,0,101026,93208,14726,4450,0,0,0,0,62,14,0,0,0,0,0,0,68532,34848,1094,0,1190,32,24,50,412,102734,32,0,0,0,46138,49326,7290,1100,184,220,196,20,0,0,115800,0,198,112,0,50296,914,7560,7136,,,,14420,1419.18,115800,115800,118974,357,322,11304,115420,104474,1209600,0,,,,94686.72,0.0,8580.48,0,0,0,0,0,1328,99364,3360,346,64,12,0,,14,115800,1284,28,1158,4888,2108,9002,83726,2122,158,0,,,,,,,,,,114,30,0,0,0,0,0,0,0,0,452,82,24,0,0,1268,258,62960,6484,0,0,0,0,419220,92.38,82,10534,12776,33430,46808,838,88,0,0,0,0,0,0
neg,0,10,4,0,0,0,0,0,0,6,54,3508,0,0,0,620,0,166,0,0,0,6612,5454,5186,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3568,0,2262,18,18,28,16,1226,0,0,0,0,1554,100,54,474,74,70,978,84,22,158,11810,0,2,0,0,620,58,4662,520,,,,5120,0.92,11810,11810,15226,38,0,1110,11740,3580,1209600,80,0,2,0,606.72,0.0,744.96,0,10,0,0,0,0,1648,1130,790,0,0,0,0,4,11810,2244,2,4,8,646,124,380,160,0,0,8,16,448,114,0,0,0,0,692,10,96,0,0,0,0,0,0,0,0,68,0,0,220,22,0,4,20,2,13924,8,0,0,0,60.62,22,3024,324,42,16,38,30,46,48,0,0,0,0
neg,80068,2130706442,2912,0,0,0,0,6,12,19366,1058206,2991472,518528,26024,0,2143584,0,992,2130,164,240,4264822,3699482,777496,459812,0,0,0,0,2556,938,0,0,0,0,0,303616,2127004,1905704,277290,0,4706,592,1114,1314,68430,4535044,2412,2,0,0,1484024,830562,363524,270694,227324,259690,1102496,75300,0,0,5043418,0,322,418,24,2143584,64292,462824,313414,150100,224140,172440,22060,80068.79,5043418,5043418,5041398,29111,17890,12348,192840,4613614,1209600,151832,2,86,0,3896964.48,0.0,707474.88,0,868,0,0,6940,83166,1393946,2128176,901152,81676,16272,2286,1840,1910,5043418,8872,872,41328,495292,325072,3027576,707374,7214,14,0,6318,2242,3902480,194798,0,97138,0,10,3933924,3846,406,0,0,0,0,0,0,0,0,40056,53696,24844,0,0,95826,28498,6515380,689898,0,0,0,0,9178470,1913.54,1930,746482,644566,459308,221172,414500,365072,291232,239314,859268,372700,0,0
neg,120672,14228,14236,0,0,0,0,0,0,78778,1866102,15059280,10753590,1995442,71864,14598594,0,832,0,1084,1522,27101432,23643448,4546486,3190076,0,0,0,0,58066,12234,0,0,0,0,0,792,22733488,4794240,2296536,0,32940,23556,38322,2843592,24571596,2311064,3980,4,2,0,21187968,3578664,1781508,1292350,931888,564296,388202,100074,106,0,31651070,1544,1764,7306,1762,14598594,541432,1954362,2586826,241760,178380,183920,34400,120672.79,31651070,31651070,31301232,97544,1652300,6562,164300,29825056,1209600,1242058,31218,4090,0,20478597.12,1132681.92,8191463.04,0,0,0,0,5914,198620,1726874,9346848,15230204,3148678,157324,10594,15782,16560,31651070,18400,3978,7131218,1973916,3823790,14236310,2561194,76132,118,0,17844,56360,217254,245950,352,3049928,126,0,18992272,107120,400,0,0,90640,1206588,0,0,0,0,263012,4972,892,0,0,867814,124918,82801840,11081578,591798,966174,0,0,95059240,7456.6,8226,9860734,18409638,1544232,6148,3828,456,20,0,0,0,0,0
pos,438208,,,0,0,0,0,0,976,442260,1981322,612024,279660,157842,13358,18102072,47542,0,,668400,1095882,33781566,28504030,11556794,5492832,,0,23874,0,28806,1984,0,0,0,0,0,0,0,434470,3052972,0,25676,9860,20020,27970,169650,3221684,11984,598,0,0,1440902,607380,366782,248818,162750,110410,86058,74940,40348,349054,46007046,,,10570,1096,18102072,664636,3736820,7803634,507700,431180,364860,520,438208.36,46007046,46007046,45781902,18516,,,3520,43058916,1209600,1521636,,,,28327753.92,4248474.24,10421880.96,772,1388,0,0,4318,102000,709916,1137564,763838,405990,264642,99174,,,46007046,2726,448,343238,720726,148418,1535054,711180,25598,54,0,2608,13502,15728246,6874704,80,1268,0,0,17033396,136030,,,,,,,,,,360574,,,,,,,,,,,,,,,878,1200568,506764,260650,97704,189312,606128,549994,66798,9524,0,,
neg,654374,3122,2654,0,0,0,0,0,27266,1752628,2936128,537608,14686,716,0,20740138,0,258,0,817364,1323112,35025630,31894896,21384520,3003148,10,0,0,0,10030,2624,0,0,0,0,0,0,102330,2862418,2304284,0,12782,8232,10192,21596,62710,4979192,160426,13902,0,0,1883878,1053764,477786,292030,217406,162728,138822,137732,87004,817882,57233674,14454,27566,54478,30,20740138,568336,18170432,3181538,489900,503240,500700,97280,654374.7,57233674,57233674,8372768,38009,13662,107198,309180,5271958,1209600,1077024,0,468,0,34734153.6,0.0,3560379.84,1066,2418,0,54,167732,823986,1390584,911446,837932,789262,283178,64858,13986,15292,57233674,9140,1644,286304,222254,252258,3792660,679638,24996,138,0,2544,5716,34541520,13954792,182,7180,0,0,34968900,29552,11136,0,0,0,0,0,0,0,0,289402,176990,44764,108475682,15397760,1411630,179840,279480,66870,56414958,129284,0,0,34772540,3193.04,3290,578512,753088,569444,263664,507368,470428,1324566,788010,13952,0,0,0
neg,190,8,6,0,0,0,0,0,1790,22508,7978,1042,0,0,0,11330,0,174,0,4886,8330,31440,30264,62474,1048,0,0,0,0,28,6,0,0,0,0,0,0,0,18466,14852,0,1720,448,1312,1562,512,4304,14996,8464,0,0,24114,4886,1790,746,612,318,566,112,44,130,98882,12,10,0,0,11330,478,50776,11414,,,,61880,189.6,98882,98882,98080,109,198,9630,98300,33406,1209600,832,0,24,0,13798.08,0,18480.0,44,68,0,30,16164,8240,2976,3752,2150,6,0,0,0,6,98882,1248,36,1176,258,566,10776,18092,1046,120,0,16,14,14414,2326,0,0,0,0,16372,176,122,0,0,0,0,0,0,0,0,618,38,4,12518,1752,448,66,440,290,97750,12,0,0,0,166.08,106,20154,4908,1012,802,2786,1116,2268,272,0,0,0,0
neg,8,0,0,0,0,0,0,0,0,1280,3574,1148,0,0,0,858,0,0,0,0,0,4494,2782,10918,738,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,4146,0,46,6,10,1012,176,558,4194,0,0,0,4606,386,86,60,192,20,458,42,14,138,15426,0,8,2,0,858,142,9014,1886,,,,10740,8.86,15426,15426,16776,26,0,1484,15280,6044,1209600,312,2,0,0,2096.64,0.0,2765.76,2,10,0,0,1172,2670,1198,962,0,0,0,0,0,4,15426,1216,2,16,12,4,1380,2596,768,8,0,0,0,2318,62,0,0,0,0,2320,40,52,0,0,0,0,0,0,0,0,180,0,0,0,0,64,16,4720,472,3206,12,0,0,0,0.7,40,4098,1792,112,0,0,0,0,0,0,0,0,0
neg,48870,98,90,0,0,0,0,0,0,114,55878,2402938,714958,7734,0,1249922,0,0,0,0,0,2854262,2521816,421858,286176,0,0,0,0,294,44,0,0,0,0,0,46644,1103990,1741388,289600,0,2348,370,828,135852,2555776,485524,88,42,90,704,872962,778650,347022,364446,423950,360256,34336,0,0,0,3276546,0,0,24,2,1249922,32158,220934,199546,161600,144620,,111460,48870.36,3276546,3276546,3290382,20936,0,82960,852380,3181622,1209600,109342,2,94,0,2825785.92,0.0,352934.4,0,0,0,0,0,460,519622,1774928,848694,28780,7698,1440,4,10,3276546,4930,520,128768,185676,133082,2330962,390704,6968,12,0,146,94,2856550,4,0,14,0,14,2863152,1762,162,0,0,0,0,0,0,0,0,17788,34916,15616,0,0,47096,14036,8415100,841570,0,0,0,0,8778670,1005.44,1036,380744,638180,410706,197980,383298,385496,398840,202404,177754,6220,0,0
pos,146432,2130706434,,0,0,0,0,0,50032,1269498,3511236,2865252,218506,31386,5404,5419580,0,0,0,25556,44240,12054540,10524446,1991610,1241682,0,0,0,0,2868,298,1522468,779740,995710,196044,154916,246654,237840,1107144,2710798,0,4044,364,576,100138,4124976,3627844,93356,14,2,0,3614692,1371192,625220,462846,399048,463662,705724,294242,14686,2,14074332,110,96,538,0,5419580,146682,1025900,955916,146900,139960,120020,117160,146431.24,14074332,14074332,8079170,43651,586024,57394,733740,7951314,1209600,0,,,,11349588.48,0.0,2104185.6,0,0,0,0,78978,1491254,4433940,1776426,147970,19238,3316,192,,36,14074332,10634,1384,318216,646780,428086,4683548,1788962,73520,184,0,,,,,,,,,,5596,376,0,0,0,0,0,0,0,0,84274,70068,15422,0,0,220234,31928,93893920,11806272,1999484,104396,0,0,33867840,2569.98,3052,1334992,2455168,2040820,598432,862602,539474,93470,19310,7046,0,0,0
neg,26,2130706432,58,0,0,0,0,0,0,4,4344,3450,0,0,0,1118,0,0,0,0,0,21596,18932,17340,1020,0,0,0,0,28,48,0,0,0,0,0,0,0,0,7798,0,76,44,70,518,968,4538,1584,0,0,0,5620,822,184,150,156,166,484,82,34,100,38962,0,4,2,0,1118,220,14722,2572,,,,17120,26.99,38962,38962,33748,30,0,3814,38720,7842,1209600,544,2,4,0,3994.56,301.44,2255.04,4,14,0,0,0,1802,4570,1392,34,0,0,0,0,0,38962,1342,24,12,6,282,2168,2748,1164,52,0,108,70,4088,146,0,0,0,0,4256,28,106,0,0,360,8824,0,0,0,0,306,0,0,2350,618,164,48,8900,896,18242,8,0,0,0,0.84,44,4054,3128,176,50,126,114,98,52,0,0,2,4
neg,41820,336,202,0,0,0,0,0,1226,96970,1150640,1343912,75446,2000,0,1183174,0,0,0,0,0,2151774,1600680,757694,475558,0,0,0,0,282,136,0,0,0,0,0,173132,1113994,456846,926222,0,2118,678,1046,11186,1205762,1445208,4196,0,0,0,875884,761030,325364,213874,150378,114578,111106,117102,878,0,2910194,190,662,942,0,1183174,48148,406202,347804,293020,332900,,123860,41819.79,2910194,2910194,2884740,15175,1620,42774,483360,2670194,1209600,71246,0,122,0,2423794.56,0,243869.76,0,0,0,0,24290,502004,1483178,610882,41766,6860,1202,12,280,292,2910194,4630,664,12032,164618,88806,1715556,661218,22482,188,0,456,362,2404784,165426,28,3540,0,0,2444436,2760,620,0,0,0,0,0,0,0,0,27348,45830,7586,0,0,61840,17488,67280,9918,0,0,0,0,2444800,1365.52,1556,271130,400518,438888,257274,528218,384880,203674,93490,89054,3068,0,0
neg,30364,490,468,0,0,0,0,0,418844,2479618,948038,56362,928,0,0,1581108,0,166,0,122636,187896,3210498,2769432,922400,441838,2,0,0,0,1254,1582,0,0,0,0,0,0,11516,1291022,2601252,0,3256,700,1368,2202,1319850,2576412,2,0,0,0,1404118,1708228,391614,165566,78850,48596,44944,60764,1110,0,4256598,1192,604,1374,0,1581108,51468,252590,668464,256740,261760,243000,152420,30364.82,4256598,4256598,4252774,12068,18,55168,618920,3903790,1209600,184854,6,218,0,2407914.24,905400.96,586088.64,0,868,0,136622,1430564,2044962,252668,28980,8510,1484,0,0,4654,4670,4256598,7160,1148,62604,756512,733574,1552758,745548,44334,152,0,1052,3000,2448006,246916,0,830,0,0,2470682,13572,302,88330,982638,0,0,0,0,0,0,25916,5226,898,0,0,169320,29126,147840,15510,0,0,0,0,762540,2052.64,2228,1557978,940266,597524,178656,282982,161862,53796,129746,980,0,0,0
